result-index	lemma
29784	nastabilizovávání
29785	dopřekládávat
29785	dopřekládávání
29786	dokolejovat
29786	dokolejování
29787	vykovat
29787	vykování
29788	zaspat
29788	zaspání
29789	fialovět
29789	fialovění
29790	strouhávat
29790	strouhávání
29791	ustávávat
29791	ustávávání
29792	zůstávávat
29792	zůstávávání
29793	odporučovávat
29793	odporučovávání
29794	vypřímit
29794	vypřímení
29795	odnavyšovávat
29795	odnavyšovávání
29796	postávávat
29796	postávávání
29797	dovybírat
29797	dovybírání
29798	nastávávat
29798	nastávávání
29799	zarockovat
29799	zarockování
29800	naprskat
29800	naprskání
29801	rozežrat
29801	rozežrání
29802	scestovat
29802	scestování
29803	zprát
29803	zpraní
29804	sterilovat
29804	sterilování
29805	podepsat
29805	podepsání
29806	instalovat
29806	instalování
29807	rvát
29807	rvaní
29808	stávávat
29808	stávávání
29809	usoustruhovat
29809	usoustruhování
29810	prskat
29810	prskání
29811	vyndavávat
29811	vyndavávání
29812	přesazovat
29812	přesazování
29813	dopředřazovávat
29813	dopředřazovávání
29814	zaočkovat
29814	zaočkování
29815	sesunovat
29815	sesunování
29816	pohrát
29816	pohrání
29817	svozovat
29817	svozování
29818	rozprodat
29818	rozprodání
29819	zhojovat
29819	zhojování
29820	bodovat
29820	bodování
29821	potřít
29821	potření
29822	zainvestovávat
29822	zainvestovávání
29823	odlézávat
29823	odlézávání
29824	dostřílet
29824	dostřílení
29825	uchladit
29825	uchlazení
29826	přislibovávat
29826	přislibovávání
29827	zakrývat
29827	zakrývání
29828	vydolovat
29828	vydolování
29829	spět
29829	spění
29830	trénovat
29830	trénování
29831	vlíbávat
29831	vlíbávání
29832	vykrvacovat
29832	vykrvacování
29833	dekódovat
29833	dekódování
29834	vyvzdychnout
29834	vyvzdychnutí
29835	seskládávat
29835	seskládávání
29836	znavigovávat
29836	znavigovávání
29837	nasportovat
29837	nasportování
29838	předznačit
29838	předznačení
29839	tvářet
29839	tváření
29840	vybednit
29840	vybednění
29841	přifilmovávat
29841	přifilmovávání
29842	zajídat
29842	zajídání
29843	zabolívat
29843	zabolívání
29844	zarývávat
29844	zarývávání
29845	zavádívat
29845	zavádívání
29846	ostříhat
29846	ostříhání
29847	zautíkávat
29847	zautíkávání
29848	doinstalovat
29848	doinstalování
29849	odchodit
29849	odchození
29850	zavlačovávat
29850	zavlačovávání
29851	prosolovávat
29851	prosolovávání
29852	prostudovat
29852	prostudování
29853	sklít
29853	sklení
29854	zaposilovat
29854	zaposilování
29855	oslepovat
29855	oslepování
29856	polajnovávat
29856	polajnovávání
29857	zapěstit
29857	zapěstění
29858	připodělávat
29858	připodělávání
29859	nachlazovat
29859	nachlazování
29860	vdýchávat
29860	vdýchávání
29861	sestavovávat
29861	sestavovávání
29862	vžít
29862	vžití
29863	přiškolkovat
29863	přiškolkování
29864	zastřelit
29864	zastřelení
29865	usmiřovávat
29865	usmiřovávání
29866	usrovnávat
29866	usrovnávání
29867	restrukturalizovat
29867	restrukturalizování
29868	osušovat
29868	osušování
29869	propěstovávat
29869	propěstovávání
29870	zhosťovávat
29870	zhosťovávání
29871	proškolovat
29871	proškolování
29872	vyvlajkovávat
29872	vyvlajkovávání
29873	zanaříkávat
29873	zanaříkávání
29874	zprolámat
29874	zprolámání
29875	zvýnosnit
29875	zvýnosnění
29876	zdiskreditovávat
29876	zdiskreditovávání
29877	přihazovat
29877	přihazování
29878	zmalovávat
29878	zmalovávání
29879	přivazovávat
29879	přivazovávání
29880	zpřetvořovat
29880	zpřetvořování
29881	zaběžkovat
29881	zaběžkování
29882	zobecňovávat
29882	zobecňovávání
29883	převrstvit
29883	převrstvení
29884	zrozpočtovat
29884	zrozpočtování
29885	natahovat
29885	natahování
29886	překřtívat
29886	překřtívání
29887	zatřídit
29887	zatřídění
29888	nastránkovávat
29888	nastránkovávání
29889	zazřít
29889	zazření
29890	zestátňovat
29890	zestátňování
29891	servisovávat
29891	servisovávání
29892	srážet
29892	srážení
29893	převáhnout
29893	převáhnutí
29894	zapapírovávat
29894	zapapírovávání
29895	zalergizovávat
29895	zalergizovávání
29896	vyvlastňovat
29896	vyvlastňování
29897	přilicovat
29897	přilicování
29898	spolukontrolovat
29898	spolukontrolování
29899	zavtělit
29899	zavtělení
29900	zkrvácovat
29900	zkrvácování
29901	přitahovat
29901	přitahování
29902	sekat
29902	sekání
29903	zamladit
29903	zamlazení
29904	pozjišťovávat
29904	pozjišťovávání
29905	ukartáčovat
29905	ukartáčování
29906	rozmrzávat
29906	rozmrzávání
29907	povléknout
29907	povléknutí
29908	odmyšovat
29908	odmyšování
29909	vyčistit
29909	vyčistění
29910	pojívat
29910	pojívání
29911	ustřihovat
29911	ustřihování
29912	vyškrábnout
29912	vyškrábnutí
29913	rozdefinovat
29913	rozdefinování
29914	podmalovávat
29914	podmalovávání
29915	odseknout
29915	odseknutí
29916	dovysvětlovat
29916	dovysvětlování
29917	rozkrvácet
29917	rozkrvácení
29918	ozoubkovávat
29918	ozoubkovávání
29919	rozvěšet
29919	rozvěšení
29920	nařezat
29920	nařezání
29921	odmalovat
29921	odmalování
29922	ubít
29922	ubití
29923	vženit
29923	vženění
29924	přehláskovávat
29924	přehláskovávání
29925	stávat
29925	stávání
29926	vymírat
29926	vymírání
29927	zrádcovat
29927	zrádcování
29928	udrogovávat
29928	udrogovávání
29929	filtrovat
29929	filtrování
29930	vyměňovávat
29930	vyměňovávání
29931	zkasírovávat
29931	zkasírovávání
29932	vydrážkovávat
29932	vydrážkovávání
29933	provonět
29933	provonění
29934	podjíždět
29934	podjíždění
29935	posedat
29935	posedání
29936	zavrtnout
29936	zavrtnutí
29937	instruovávat
29937	instruovávání
29938	odkanalizovat
29938	odkanalizování
29939	přeřádkovat
29939	přeřádkování
29940	namladit
29940	namlazení
29941	převysílat
29941	převysílání
29942	skreslit
29942	skreslení
29943	pozametat
29943	pozametání
29944	vybarvovat
29944	vybarvování
29945	odvěšovávat
29945	odvěšovávání
29946	odplánovávat
29946	odplánovávání
29947	překultivovat
29947	překultivování
29948	přisloužit
29948	přisloužení
29949	hláskovávat
29949	hláskovávání
29950	zvěšet
29950	zvěšení
29951	zrozvolňovat
29951	zrozvolňování
29952	naparádit
29952	naparádění
29953	zasignalizovat
29953	zasignalizování
29954	zrezignovávat
29954	zrezignovávání
29955	plochovávat
29955	plochovávání
29956	příživničit
29956	příživničení
29957	přezdívávat
29957	přezdívávání
29958	zreprogramovat
29958	zreprogramování
29959	připilovat
29959	připilování
29960	vdát
29960	vdání
29961	namířit
29961	namíření
29962	protřásat
29962	protřásání
29963	představovat
29963	představování
29964	přeoperovat
29964	přeoperování
29965	dekryptovat
29965	dekryptování
29966	otrávit
29966	otrávení
29967	předpovídávat
29967	předpovídávání
29968	prorozpočtovat
29968	prorozpočtování
29969	přikrmovávat
29969	přikrmovávání
29970	uzřizovávat
29970	uzřizovávání
29971	zauvážit
29971	zauvážení
29972	zavzdychnout
29972	zavzdychnutí
29973	zacukrovat
29973	zacukrování
29974	rozvinout
29974	rozvinutí
29975	dovozovat
29975	dovozování
29976	přeplavat
29976	přeplavání
29977	podsunovat
29977	podsunování
29978	oplozovat
29978	oplozování
29979	derealizovat
29979	derealizování
29980	lozit
29980	lození
29981	bělívat
29981	bělívání
29982	přeoknovávat
29982	přeoknovávání
29983	uschnout
29983	uschnutí
29984	slepnout
29984	slepnutí
29985	nazkoumat
29985	nazkoumání
29986	přeučovávat
29986	přeučovávání
29987	převypravovat
29987	převypravování
29988	vysezovávat
29988	vysezovávání
29989	seřezávat
29989	seřezávání
29990	šmirglovat
29990	šmirglování
29991	následovat
29991	následování
29992	křivdit
29992	křivdění
29993	fixovat
29993	fixování
29994	vysekat
29994	vysekání
29995	znovunavrátit
29995	znovunavrácení
29996	promořovávat
29996	promořovávání
29997	halogenizovat
29997	halogenizování
29998	podílovat
29998	podílování
29999	uposlouchat
29999	uposlouchání
30000	přeuspořádávat
30000	přeuspořádávání
30001	vypíjet
30001	vypíjení
30002	vyrovnat
30002	vyrovnání
30003	zmatematizovávat
30003	zmatematizovávání
30004	zavodňovávat
30004	zavodňovávání
30005	utřít
30005	utření
30006	vštěpovat
30006	vštěpování
30007	učitelovávat
30007	učitelovávání
30008	ozdravovávat
30008	ozdravovávání
30009	vplazívávat
30009	vplazívávání
30010	běhávat
30010	běhávání
30011	zlajnovávat
30011	zlajnovávání
30012	vyvložkovávat
30012	vyvložkovávání
30013	protrávit
30013	protrávení
30014	enervovávat
30014	enervovávání
30015	reanimovávat
30015	reanimovávání
30016	nastavovat
30016	nastavování
30017	odledovat
30017	odledování
30018	zinfixovat
30018	zinfixování
30019	kriminalizovat
30019	kriminalizování
30020	zdrážkovávat
30020	zdrážkovávání
30021	vodívat
30021	vodívání
30022	poroučet
30022	poroučení
30023	popírávat
30023	popírávání
30024	odvložkovávat
30024	odvložkovávání
30025	zhodnotit
30025	zhodnocení
30026	tancovat
30026	tancování
30027	vyroubit
30027	vyroubení
30028	zaučovat
30028	zaučování
30029	prožádat
30029	prožádání
30030	nasedávat
30030	nasedávání
30031	probrodit
30031	probrodění
30032	zelenat
30032	zelenání
30033	dělávat
30033	dělávání
30034	stužkovat
30034	stužkování
30035	zadovádět
30035	zadovádění
30036	přebírávat
30036	přebírávání
30037	rozstrukturovat
30037	rozstrukturování
30038	dopravovat
30038	dopravování
30039	přebývat
30039	přebývání
30040	odvydávat
30040	odvydávání
30041	vbodnout
30041	vbodnutí
30042	přirozvolňovat
30042	přirozvolňování
30043	sníst
30043	snědení
30044	urývávat
30044	urývávání
30045	zaholovat
30045	zaholování
30046	vrývávat
30046	vrývávání
30047	rekreovávat
30047	rekreovávání
30048	upamatovat
30048	upamatování
30049	zfederalizovávat
30049	zfederalizovávání
30050	vykolovávat
30050	vykolovávání
30051	zabečet
30051	zabečení
30052	ukročovávat
30052	ukročovávání
30053	vyštěrkovávat
30053	vyštěrkovávání
30054	nabírávat
30054	nabírávání
30055	zahrávat
30055	zahrávání
30056	rozvrtávat
30056	rozvrtávání
30057	vžádávat
30057	vžádávání
30058	domočovat
30058	domočování
30059	rozposlouchat
30059	rozposlouchání
30060	zaplácívat
30060	zaplácívání
30061	přecyklovat
30061	přecyklování
30062	strukturovávat
30062	strukturovávání
30063	sesunout
30063	sesunutí
30064	nadpracovat
30064	nadpracování
30065	ustalovat
30065	ustalování
30066	vyženit
30066	vyženění
30067	namlít
30067	namletí
30068	včelařívat
30068	včelařívání
30069	zneškodnit
30069	zneškodnění
30070	pochodovat
30070	pochodování
30071	zabrat
30071	zabrání
30072	ozeleňovat
30072	ozeleňování
30073	tělnatět
30073	tělnatění
30074	vyletovávat
30074	vyletovávání
30075	zlomit
30075	zlomení
30076	vznášívat
30076	vznášívání
30077	odučit
30077	odučení
30078	odmršit
30078	odmršení
30079	rozmlouvat
30079	rozmlouvání
30080	vpíjívat
30080	vpíjívání
30081	zkusovávat
30081	zkusovávání
30082	vjet
30082	vjetí
30083	doznávat
30083	doznávání
30084	dokládávat
30084	dokládávání
30085	funkcionařit
30085	funkcionaření
30086	naznačkovat
30086	naznačkování
30087	vyformulovávat
30087	vyformulovávání
30088	zaroubovávat
30088	zaroubovávání
30089	pohodlnět
30089	pohodlnění
30090	kartovávat
30090	kartovávání
30091	včelařit
30091	včelaření
30092	vžívat
30092	vžívání
30093	navylehčovávat
30093	navylehčovávání
30094	roztírávat
30094	roztírávání
30095	napoukazovávat
30095	napoukazovávání
30096	utančit
30096	utančení
30097	rozpočíst
30097	rozpočtení
30098	nanášet
30098	nanášení
30099	dořízkovávat
30099	dořízkovávání
30100	podtáčívat
30100	podtáčívání
30101	míchávat
30101	míchávání
30102	pospojovat
30102	pospojování
30103	přepracovat
30103	přepracování
30104	vyzpytovávat
30104	vyzpytovávání
30105	proležet
30105	proležení
30106	lokalizovávat
30106	lokalizovávání
30107	dozatmívávat
30107	dozatmívávání
30108	ujistit
30108	ujištění
30109	popíjet
30109	popíjení
30110	vzdalovávat
30110	vzdalovávání
30111	pospávat
30111	pospávání
30112	umixovat
30112	umixování
30113	zkřivovat
30113	zkřivování
30114	doručovat
30114	doručování
30115	povalovávat
30115	povalovávání
30116	přilévávat
30116	přilévávání
30117	navyknout
30117	navyknutí
30118	zabělovávat
30118	zabělovávání
30119	vlétávat
30119	vlétávání
30120	prosvětlit
30120	prosvětlení
30121	kufrovat
30121	kufrování
30122	redistribuovat
30122	redistribuování
30123	přimalovat
30123	přimalování
30124	vevazovat
30124	vevazování
30125	subdelegovávat
30125	subdelegovávání
30126	opouštět
30126	opouštění
30127	doškolkovávat
30127	doškolkovávání
30128	proškrabovat
30128	proškrabování
30129	napochodovat
30129	napochodování
30130	přeformalizovávat
30130	přeformalizovávání
30131	rozjezdit
30131	rozjezdění
30132	zčervenávat
30132	zčervenávání
30133	přepapírovat
30133	přepapírování
30134	orovnat
30134	orovnání
30135	odvodňovávat
30135	odvodňovávání
30136	vcestovat
30136	vcestování
30137	zasekovávat
30137	zasekovávání
30138	vkořeňovat
30138	vkořeňování
30139	přeudržovávat
30139	přeudržovávání
30140	zpustnout
30140	zpustnutí
30141	odregistrovávat
30141	odregistrovávání
30142	nafarářovávat
30142	nafarářovávání
30143	rozezpívávat
30143	rozezpívávání
30144	proslunit
30144	proslunění
30145	napěnit
30145	napěnění
30146	ztmavit
30146	ztmavení
30147	zanalyzovat
30147	zanalyzování
30148	zakulovat
30148	zakulování
30149	vojančit
30149	vojančení
30150	vypásat
30150	vypásání
30151	lehávat
30151	lehávání
30152	podškrábnout
30152	podškrábnutí
30153	vytancovávat
30153	vytancovávání
30154	mrazívat
30154	mrazívání
30155	krvácívat
30155	krvácívání
30156	naledovávat
30156	naledovávání
30157	prosportovávat
30157	prosportovávání
30158	utáhnout
30158	utáhnutí
30159	dohloubávat
30159	dohloubávání
30160	pracovávat
30160	pracovávání
30161	přeupravit
30161	přeupravení
30162	vyřizovávat
30162	vyřizovávání
30163	zmluvit
30163	zmluvení
30164	přibouchávat
30164	přibouchávání
30165	úřadovávat
30165	úřadovávání
30166	prát
30166	praní
30167	přibodnout
30167	přibodnutí
30168	utajovat
30168	utajování
30169	odstávávat
30169	odstávávání
30170	churavět
30170	churavění
30171	dohotovit
30171	dohotovení
30172	napytlovat
30172	napytlování
30173	naservírovat
30173	naservírování
30174	vydechovávat
30174	vydechovávání
30175	předkódovat
30175	předkódování
30176	vysolit
30176	vysolení
30177	vyštěpovávat
30177	vyštěpovávání
30178	zamichovávat
30178	zamichovávání
30179	elektrizovat
30179	elektrizování
30180	prostřelovat
30180	prostřelování
30181	zatvořovávat
30181	zatvořovávání
30182	vystávat
30182	vystávání
30183	vyplňovávat
30183	vyplňovávání
30184	rozmnožit
30184	rozmnožení
30185	namíchnout
30185	namíchnutí
30186	věřívat
30186	věřívání
30187	vypovídat
30187	vypovídání
30188	přesólovávat
30188	přesólovávání
30189	rozbrnět
30189	rozbrnění
30190	uvazovat
30190	uvazování
30191	zkrystalovat
30191	zkrystalování
30192	prolétávat
30192	prolétávání
30193	zasystematizovat
30193	zasystematizování
30194	předformátovávat
30194	předformátovávání
30195	rozehrávat
30195	rozehrávání
30196	vyvdat
30196	vyvdání
30197	generálkovat
30197	generálkování
30198	znepřehledňovat
30198	znepřehledňování
30199	šmirglovávat
30199	šmirglovávání
30200	přešmirglovávat
30200	přešmirglovávání
30201	podstavovávat
30201	podstavovávání
30202	přemíchávat
30202	přemíchávání
30203	rozepisovat
30203	rozepisování
30204	rozsektorovávat
30204	rozsektorovávání
30205	doučit
30205	doučení
30206	zachodit
30206	zachození
30207	drážkovávat
30207	drážkovávání
30208	naorganizovat
30208	naorganizování
30209	obkročit
30209	obkročení
30210	překládávat
30210	překládávání
30211	nasekat
30211	nasekání
30212	odmlhovávat
30212	odmlhovávání
30213	kroužit
30213	kroužení
30214	zahlubovat
30214	zahlubování
30215	rozvolňovávat
30215	rozvolňovávání
30216	drážkovat
30216	drážkování
30217	začinit
30217	začinění
30218	zaprskat
30218	zaprskání
30219	rozjídat
30219	rozjídání
30220	přidat
30220	přidání
30221	doletět
30221	doletění
30222	pozlatit
30222	pozlacení
30223	začerňovávat
30223	začerňovávání
30224	protřást
30224	protřesení
30225	odrazit
30225	odrazení
30226	vybodnout
30226	vybodnutí
30227	právat
30227	právání
30228	rozjídávat
30228	rozjídávání
30229	odčerpávat
30229	odčerpávání
30230	pohřbít
30230	pohřbení
30231	vytaškařit
30231	vytaškaření
30232	pokrást
30232	pokradení
30233	zesprostačovávat
30233	zesprostačovávání
30234	přemodelovávat
30234	přemodelovávání
30235	zprošťovávat
30235	zprošťovávání
30236	ucentrovávat
30236	ucentrovávání
30237	hlasovat
30237	hlasování
30238	zbožnit
30238	zbožnění
30239	dopromrzat
30239	dopromrzání
30240	dochytávat
30240	dochytávání
30241	nazneškodňovat
30241	nazneškodňování
30242	rozumívat
30242	rozumívání
30243	povázat
30243	povázání
30244	rozvonívat
30244	rozvonívání
30245	porozvracet
30245	porozvracení
30246	doupravovávat
30246	doupravovávání
30247	vyvláčet
30247	vyvláčení
30248	naužírávat
30248	naužírávání
30249	zakódovávat
30249	zakódovávání
30250	dodecentralizovat
30250	dodecentralizování
30251	povzbuzovat
30251	povzbuzování
30252	loutkařívat
30252	loutkařívání
30253	sřezávat
30253	sřezávání
30254	zanalyzovávat
30254	zanalyzovávání
30255	sledovávat
30255	sledovávání
30256	shodit
30256	shození
30257	rozvolňovat
30257	rozvolňování
30258	dozpracovat
30258	dozpracování
30259	burcovat
30259	burcování
30260	stísnit
30260	stísnění
30261	ujímat
30261	ujímání
30262	přeprodávat
30262	přeprodávání
30263	pořizovávat
30263	pořizovávání
30264	setřásávat
30264	setřásávání
30265	předzpívávat
30265	předzpívávání
30266	nasušit
30266	nasušení
30267	prozpěvovat
30267	prozpěvování
30268	nanášívat
30268	nanášívání
30269	vyletovat
30269	vyletování
30270	ozřejmovat
30270	ozřejmování
30271	proměřit
30271	proměření
30272	rozkrádat
30272	rozkrádání
30273	vévodovávat
30273	vévodovávání
30274	přihlašovat
30274	přihlašování
30275	proplouvávat
30275	proplouvávání
30276	obehrávávat
30276	obehrávávání
30277	usoustružit
30277	usoustružení
30278	přespravovávat
30278	přespravovávání
30279	vyškolkovat
30279	vyškolkování
30280	vysvátkovat
30280	vysvátkování
30281	rozbydlet
30281	rozbydlení
30282	navplácet
30282	navplácení
30283	ukovávat
30283	ukovávání
30284	označovávat
30284	označovávání
30285	přisestavovat
30285	přisestavování
30286	přichytat
30286	přichytání
30287	vytrávit
30287	vytrávení
30288	vytvarovat
30288	vytvarování
30289	navažovat
30289	navažování
30290	políbit
30290	políbení
30291	přitvrdit
30291	přitvrzení
30292	nadesignovávat
30292	nadesignovávání
30293	přehvězdovávat
30293	přehvězdovávání
30294	zapouštívat
30294	zapouštívání
30295	zavýletovávat
30295	zavýletovávání
30296	dokolejovávat
30296	dokolejovávání
30297	zakrvácet
30297	zakrvácení
30298	spatřit
30298	spatření
30299	vmilovávat
30299	vmilovávání
30300	zešedat
30300	zešedání
30301	nacentrovat
30301	nacentrování
30302	postávat
30302	postávání
30303	lícovat
30303	lícování
30304	rukulíbávat
30304	rukulíbávání
30305	rozbombardovat
30305	rozbombardování
30306	derealizovávat
30306	derealizovávání
30307	zrnovávat
30307	zrnovávání
30308	sondovat
30308	sondování
30309	zahybovat
30309	zahybování
30310	přifinancovávat
30310	přifinancovávání
30311	zaujímat
30311	zaujímání
30312	vyposlechnout
30312	vyposlechnutí
30313	upsat
30313	upsání
30314	popotahovávat
30314	popotahovávání
30315	uskladňovat
30315	uskladňování
30316	přefolklorizovávat
30316	přefolklorizovávání
30317	dozemnit
30317	dozemnění
30318	natrénovávat
30318	natrénovávání
30319	odkřížkovávat
30319	odkřížkovávání
30320	přeorientovávat
30320	přeorientovávání
30321	utočit
30321	utočení
30322	postříhat
30322	postříhání
30323	vyplynout
30323	vyplynutí
30324	odporovat
30324	odporování
30325	předjímávat
30325	předjímávání
30326	odpovídávat
30326	odpovídávání
30327	rozvracívat
30327	rozvracívání
30328	včítat
30328	včítání
30329	prokabelovávat
30329	prokabelovávání
30330	zženšťovat
30330	zženšťování
30331	podtisknout
30331	podtisknutí
30332	podstavovat
30332	podstavování
30333	svinit
30333	svinění
30334	vzmužit
30334	vzmužení
30335	zmírat
30335	zmírání
30336	přibetonovat
30336	přibetonování
30337	ohlašovat
30337	ohlašování
30338	zaveslovat
30338	zaveslování
30339	rekreovat
30339	rekreování
30340	zapudit
30340	zapuzení
30341	zreorganizovávat
30341	zreorganizovávání
30342	pouvažovávat
30342	pouvažovávání
30343	ustabilizovat
30343	ustabilizování
30344	zaležet
30344	zaležení
30345	zjemnět
30345	zjemnění
30346	propadnout
30346	propadnutí
30347	prosondovávat
30347	prosondovávání
30348	žlutávat
30348	žlutávání
30349	podstřelit
30349	podstřelení
30350	vojančívat
30350	vojančívání
30351	přisoustružit
30351	přisoustružení
30352	zhřešit
30352	zhřešení
30353	otlačovat
30353	otlačování
30354	fritovat
30354	fritování
30355	redigovávat
30355	redigovávání
30356	usužovávat
30356	usužovávání
30357	dovydražovávat
30357	dovydražovávání
30358	přelamovat
30358	přelamování
30359	zřečnit
30359	zřečnění
30360	vyžadovávat
30360	vyžadovávání
30361	přeočkovávat
30361	přeočkovávání
30362	rozsedávat
30362	rozsedávání
30363	vyčernit
30363	vyčernění
30364	vykupovat
30364	vykupování
30365	šacovávat
30365	šacovávání
30366	obírávat
30366	obírávání
30367	vyvlnit
30367	vyvlnění
30368	nahlédávat
30368	nahlédávání
30369	napodplácívat
30369	napodplácívání
30370	naotravovat
30370	naotravování
30371	veveršovávat
30371	veveršovávání
30372	přehrávávat
30372	přehrávávání
30373	zavážet
30373	zavážení
30374	ctít
30374	ctění
30375	zjádrovávat
30375	zjádrovávání
30376	přesedávat
30376	přesedávání
30377	dopásovávat
30377	dopásovávání
30378	potiskovat
30378	potiskování
30379	přeučit
30379	přeučení
30380	zdřevnaťovat
30380	zdřevnaťování
30381	překódovat
30381	překódování
30382	uporadovat
30382	uporadování
30383	vychylovat
30383	vychylování
30384	cirkulovávat
30384	cirkulovávání
30385	vyplnívávat
30385	vyplnívávání
30386	zprorážet
30386	zprorážení
30387	vykrvovávat
30387	vykrvovávání
30388	zajezdit
30388	zajezdění
30389	proutírat
30389	proutírání
30390	dopročítat
30390	dopročítání
30391	poposednout
30391	poposednutí
30392	obtiskovat
30392	obtiskování
30393	přetahávat
30393	přetahávání
30394	vymíchávat
30394	vymíchávání
30395	překrystalovat
30395	překrystalování
30396	nařízkovávat
30396	nařízkovávání
30397	unižovávat
30397	unižovávání
30398	přetočit
30398	přetočení
30399	ubytovávat
30399	ubytovávání
30400	podbírat
30400	podbírání
30401	vehrát
30401	vehrání
30402	přesazbovat
30402	přesazbování
30403	uposlouchávat
30403	uposlouchávání
30404	natahávat
30404	natahávání
30405	zesíťovat
30405	zesíťování
30406	vlamovat
30406	vlamování
30407	pročítávat
30407	pročítávání
30408	zaředitelovat
30408	zaředitelování
30409	oddefinovat
30409	oddefinování
30410	znepokojovávat
30410	znepokojovávání
30411	přetiskovat
30411	přetiskování
30412	zazvučet
30412	zazvučení
30413	ochlazovat
30413	ochlazování
30414	korunovat
30414	korunování
30415	zahlížívat
30415	zahlížívání
30416	podehnívávat
30416	podehnívávání
30417	rozžívávat
30417	rozžívávání
30418	doprodávat
30418	doprodávání
30419	nazelenat
30419	nazelenání
30420	ukrmit
30420	ukrmení
30421	došavlovat
30421	došavlování
30422	oddýchávat
30422	oddýchávání
30423	ochuravět
30423	ochuravění
30424	podbíjet
30424	podbíjení
30425	poposunout
30425	poposunutí
30426	odznačovat
30426	odznačování
30427	zmítat
30427	zmítání
30428	naposouvávat
30428	naposouvávání
30429	umlouvat
30429	umlouvání
30430	zakovat
30430	zakování
30431	odžínat
30431	odžínání
30432	vystřelovat
30432	vystřelování
30433	vyagregovat
30433	vyagregování
30434	oprskat
30434	oprskání
30435	uveřejňovat
30435	uveřejňování
30436	odkřížkovat
30436	odkřížkování
30437	sdírat
30437	sdírání
30438	soustruhovat
30438	soustruhování
30439	narvávávat
30439	narvávávání
30440	dokvášet
30440	dokvášení
30441	přivstat
30441	přivstání
30442	světlet
30442	světlení
30443	tvarohovatívat
30443	tvarohovatívání
30444	zfixovat
30444	zfixování
30445	upřednostnit
30445	upřednostnění
30446	sejmout
30446	sejmutí
30447	zneuznat
30447	zneuznání
30448	vybydlovávat
30448	vybydlovávání
30449	přetransformovávat
30449	přetransformovávání
30450	přiasfaltovávat
30450	přiasfaltovávání
30451	dosvazkovat
30451	dosvazkování
30452	vláčet
30452	vláčení
30453	znehybnět
30453	znehybnění
30454	přikrátit
30454	přikrácení
30455	zadavovávat
30455	zadavovávání
30456	dokralovat
30456	dokralování
30457	srozumívat
30457	srozumívání
30458	nabývávat
30458	nabývávání
30459	osekat
30459	osekání
30460	rozočkovat
30460	rozočkování
30461	odsadit
30461	odsazení
30462	vykazovávat
30462	vykazovávání
30463	dovlastencovat
30463	dovlastencování
30464	naeditovat
30464	naeditování
30465	provázkovávat
30465	provázkovávání
30466	sesouvávat
30466	sesouvávání
30467	předsazovat
30467	předsazování
30468	vynaříkat
30468	vynaříkání
30469	povlávat
30469	povlávání
30470	drsnět
30470	drsnění
30471	životnět
30471	životnění
30472	zabouchnout
30472	zabouchnutí
30473	dopustit
30473	dopuštění
30474	zahlédnout
30474	zahlédnutí
30475	naválcovat
30475	naválcování
30476	uspokojovat
30476	uspokojování
30477	dopozicionovat
30477	dopozicionování
30478	vycvikovávat
30478	vycvikovávání
30479	přikrášlit
30479	přikrášlení
30480	přešrotit
30480	přešrocení
30481	zapohybovat
30481	zapohybování
30482	vhazovat
30482	vhazování
30483	novinařit
30483	novinaření
30484	přiženit
30484	přiženění
30485	překročovat
30485	překročování
30486	předříkat
30486	předříkání
30487	vymichovávat
30487	vymichovávání
30488	zcestovat
30488	zcestování
30489	rozkuchávat
30489	rozkuchávání
30490	odstřihovávat
30490	odstřihovávání
30491	vyřezávat
30491	vyřezávání
30492	dorážet
30492	dorážení
30493	vystávávat
30493	vystávávání
30494	vyslintávat
30494	vyslintávání
30495	natestovat
30495	natestování
30496	přebrat
30496	přebrání
30497	zalévat
30497	zalévání
30498	přichovávat
30498	přichovávání
30499	nadílívat
30499	nadílívání
30500	dovonět
30500	dovonění
30501	proslýchat
30501	proslýchání
30502	svrtat
30502	svrtání
30503	umírat
30503	umírání
30504	chatařívat
30504	chatařívání
30505	vytrénovat
30505	vytrénování
30506	dosprávcovávat
30506	dosprávcovávání
30507	skrčovávat
30507	skrčovávání
30508	ztajovávat
30508	ztajovávání
30509	dovyjasnit
30509	dovyjasnění
30510	došmirglovat
30510	došmirglování
30511	popovést
30511	popovedení
30512	domyšovat
30512	domyšování
30513	odplavit
30513	odplavení
30514	změřovávat
30514	změřovávání
30515	kálívat
30515	kálívání
30516	zadychovávat
30516	zadychovávání
30517	odbavit
30517	odbavení
30518	znovuzrodit
30518	znovuzrození
30519	zaslibovat
30519	zaslibování
30520	protrpět
30520	protrpění
30521	doznámkovat
30521	doznámkování
30522	ojíždívat
30522	ojíždívání
30523	připlývávat
30523	připlývávání
30524	dozkratovat
30524	dozkratování
30525	odkolíkovávat
30525	odkolíkovávání
30526	ošéfovávat
30526	ošéfovávání
30527	navykávat
30527	navykávání
30528	procukrovat
30528	procukrování
30529	zazedničit
30529	zazedničení
30530	zmužnět
30530	zmužnění
30531	ovložkovat
30531	ovložkování
30532	nadkolejovávat
30532	nadkolejovávání
30533	zobracovávat
30533	zobracovávání
30534	zažadonit
30534	zažadonění
30535	zalapávat
30535	zalapávání
30536	dosázet
30536	dosázení
30537	nadýchávat
